individual_0;individual_1;individual_2;individual_3;individual_4;individual_5;individual_6;individual_7;individual_8;individual_9;individual_10;individual_11;individual_12;individual_13;individual_14;individual_15;individual_16;individual_17;individual_18;individual_19;individual_20;individual_21;individual_22;individual_23;individual_24;individual_25;individual_26;individual_27;individual_28;individual_29;individual_30;individual_31;individual_32;individual_33;individual_34;individual_35;individual_36;individual_37;individual_38;individual_39;individual_40;individual_41;individual_42;individual_43;individual_44;individual_45;individual_46;individual_47;individual_48;individual_49;individual_50;individual_51;individual_52;individual_53;individual_54;individual_55;individual_56;individual_57;individual_58;individual_59;individual_60;individual_61;individual_62;individual_63;individual_64;individual_65;individual_66;individual_67;individual_68;individual_69;individual_70;individual_71;individual_72;individual_73;individual_74;individual_75;individual_76;individual_77;individual_78;individual_79;individual_80;individual_81;individual_82;individual_83;individual_84;individual_85;individual_86;individual_87;individual_88;individual_89;individual_90;individual_91;individual_92;individual_93;individual_94;individual_95;individual_96;individual_97;individual_98;individual_99
31;25;55;54;28;27;21;29;35;55;27;29;58;55;22;23;20;29;27;24;51;25;20;57;25;24;16;18;32;10;12;30;16;18;32;17;30;55;23;20;31;30;19;24;30;22;66;22;64;23;24;25;12;32;12;24;23;23;43;40;21;31;30;29;20;12;32;44;79;25;38;40;12;20;26;29;17;20;6;28;64;24;23;29;22;22;22;55;13;26;41;54;20;24;23;22;21;54;32;66
48;25;29;49;22;48;10;10;79;66;32;32;27;79;13;35;37;33;23;24;15;24;20;22;32;52;22;66;22;23;17;29;10;23;20;32;24;34;12;25;25;17;13;32;28;18;73;72;27;17;22;22;20;32;24;30;19;49;12;64;12;25;12;12;55;17;23;53;54;17;39;24;25;24;23;20;20;26;10;49;12;48;29;26;23;21;23;26;29;25;64;35;54;22;22;13;24;21;24;13
37;61;18;31;66;24;17;12;17;32;38;64;25;13;22;23;27;25;17;32;64;17;23;22;29;23;19;31;32;23;66;29;13;12;27;29;24;35;29;32;29;29;79;25;24;32;21;16;25;12;32;29;16;16;25;28;17;20;16;64;59;29;16;29;20;21;23;25;24;23;21;16;55;79;15;12;10;26;23;22;32;27;16;13;20;22;22;25;64;12;24;31;66;13;18;18;22;21;22;13
25;20;25;25;25;16;32;26;32;20;27;44;17;35;22;16;21;32;67;39;41;48;29;29;26;53;38;46;40;43;22;23;14;15;8;38;23;29;28;27;49;47;22;29;22;22;10;32;24;23;12;66;23;12;13;17;31;34;48;19;54;64;29;5;32;12;12;79;22;32;12;27;13;23;23;20;24;33;16;12;29;12;48;50;35;29;22;12;49;49;12;20;55;38;14;70;20;22;5;64
24;25;20;29;20;24;10;22;30;12;17;19;55;29;18;47;41;22;25;43;11;22;12;29;64;29;29;22;99;43;16;25;29;12;31;26;10;29;12;22;25;71;27;55;25;22;12;12;32;13;44;16;43;41;12;19;29;29;26;22;13;23;20;22;12;10;14;12;13;12;13;22;29;5;55;12;23;13;58;10;31;23;66;29;32;25;5;17;30;34;27;23;55;10;18;23;12;35;48;22
45;35;16;20;15;17;40;40;18;66;17;27;16;13;15;20;17;16;52;56;54;16;48;12;10;13;14;12;24;29;23;64;12;23;32;48;25;27;25;32;22;20;24;18;30;22;5;23;64;48;19;24;30;14;27;50;13;23;23;17;11;33;21;29;22;23;29;24;28;52;42;31;15;19;48;12;12;12;25;20;23;12;14;18;23;23;17;19;24;22;27;17;35;30;30;22;23;13;16;18
23;23;29;29;24;16;15;29;20;24;29;20;32;12;5;29;29;25;12;22;13;13;74;34;21;29;21;27;26;21;10;17;27;28;12;12;23;12;30;62;13;16;25;34;40;61;17;22;29;29;39;29;29;29;13;22;33;57;32;35;28;27;22;56;23;25;28;24;11;13;26;31;64;35;64;17;60;36;12;23;31;55;39;29;29;25;54;16;29;29;29;17;25;24;79;29;58;29;22;22
24;35;17;54;23;23;29;55;64;48;55;16;31;55;23;21;25;16;66;17;23;23;15;20;5;16;65;65;22;22;17;24;16;26;18;24;25;19;26;20;22;26;23;23;5;29;25;35;30;31;61;37;5;32;10;12;23;29;12;32;18;21;19;22;22;39;37;56;27;15;21;10;30;31;27;32;15;14;15;20;36;31;41;42;30;30;64;22;23;28;32;22;22;22;12;32;26;22;79;12
29;29;29;29;10;29;20;21;14;27;17;17;24;24;12;13;23;31;71;30;27;20;21;5;29;12;25;29;13;30;14;20;16;16;21;18;40;18;45;30;20;16;10;48;17;48;26;12;22;15;22;31;28;24;17;12;59;17;22;22;26;10;58;79;22;21;24;25;38;35;20;13;23;12;64;23;39;21;58;24;24;28;17;25;25;31;25;26;17;27;55;23;23;23;12;22;20;20;29;32
22;64;12;54;30;31;10;10;18;22;12;14;21;21;32;17;30;31;13;55;79;14;55;10;21;20;19;48;22;10;36;35;48;32;18;27;16;21;24;28;31;19;40;50;30;25;21;16;48;26;20;26;14;14;24;15;23;12;23;21;39;32;21;57;20;32;22;22;12;12;24;22;79;22;22;22;18;39;23;24;23;23;18;12;10;23;13;23;20;12;49;78;32;32;5;29;45;53;13;12
14;21;24;25;24;48;10;12;25;39;23;24;22;24;18;10;22;20;13;29;31;30;29;35;54;12;32;23;16;15;14;22;22;19;13;16;27;24;20;39;33;34;17;13;29;23;32;43;32;21;79;64;29;13;26;26;19;19;18;32;17;17;23;29;23;32;33;33;64;18;13;13;10;32;27;45;21;22;66;23;25;79;20;19;25;24;16;17;22;12;23;30;20;18;5;23;32;26;17;29
29;29;19;17;22;15;19;20;29;27;12;23;66;54;38;49;15;14;64;12;55;28;25;12;37;31;10;5;23;32;10;79;18;19;19;16;50;32;18;23;26;29;32;19;32;22;29;20;16;51;65;65;22;18;55;19;13;22;52;59;42;24;19;27;29;29;14;12;12;12;19;14;26;21;23;12;54;18;25;31;69;23;29;32;21;14;27;16;29;59;23;25;23;23;29;18;22;18;18;23
18;12;10;22;29;22;24;23;33;55;5;14;23;27;21;20;12;13;23;23;23;23;10;11;39;66;44;32;43;32;24;22;22;26;29;32;49;37;22;19;51;26;27;31;23;23;64;48;54;16;16;20;32;48;12;21;24;22;46;38;22;29;12;12;48;22;43;53;23;23;21;13;10;10;64;10;24;19;23;30;29;23;20;26;16;27;34;12;16;30;12;12;10;16;13;17;28;56;79;24
13;15;20;18;19;21;29;13;12;29;27;23;17;5;14;23;18;16;16;39;20;29;19;23;18;22;24;42;29;35;29;42;10;51;22;20;25;22;15;17;54;24;13;28;12;22;54;32;12;14;22;20;16;17;16;19;12;12;23;38;44;29;23;48;23;12;24;32;21;29;32;29;12;12;24;25;22;23;18;16;16;32;35;43;29;30;17;13;22;24;26;25;55;51;10;29;19;13;18;29
59;52;12;12;14;12;29;39;13;28;29;24;35;36;20;13;42;18;64;24;24;24;64;32;21;25;29;29;24;24;29;29;12;12;23;22;17;29;29;16;33;40;11;11;23;21;66;24;32;13;36;55;20;7;14;14;32;29;31;30;17;48;78;33;12;18;23;24;23;17;17;18;23;48;23;13;21;18;13;29;30;24;18;5;5;29;19;16;5;14;10;10;27;28;26;20;12;23;16;14
64;29;12;24;29;25;22;24;24;21;29;29;23;55;24;19;29;27;27;48;40;33;32;16;31;42;20;17;79;24;19;22;21;11;32;48;22;5;12;12;29;32;15;26;29;48;10;51;16;10;16;14;49;39;24;35;12;27;53;33;72;73;24;26;24;15;49;46;24;55;19;31;15;13;10;19;15;27;22;24;23;18;55;16;13;66;37;30;54;64;54;18;54;42;29;29;14;54;35;23
29;35;14;17;17;12;20;21;20;72;49;28;12;12;34;23;12;25;15;15;48;54;20;35;43;35;37;35;20;19;39;33;17;12;23;29;24;29;20;48;15;29;19;29;17;19;33;33;24;48;18;28;19;13;23;32;29;48;55;23;17;15;23;17;13;15;12;24;24;12;66;16;24;29;17;20;32;12;17;29;45;42;22;22;25;23;23;24;34;62;23;24;20;22;51;35;14;16;29;29
18;55;12;17;19;29;13;13;48;24;34;20;29;22;18;24;48;18;12;12;17;29;21;14;18;20;23;16;24;29;10;12;29;29;29;29;24;32;12;12;20;24;26;18;39;24;15;17;27;22;66;39;20;39;20;29;57;32;35;40;25;65;26;30;27;16;64;48;23;19;19;22;20;16;17;79;29;21;39;28;13;28;26;19;21;18;22;19;19;19;5;22;55;27;19;12;17;23;11;11
29;35;18;42;49;19;39;23;48;50;20;55;17;20;21;47;49;54;24;13;19;29;20;21;18;23;35;33;20;29;17;19;25;24;29;32;31;15;22;23;17;24;26;27;22;12;20;12;23;23;18;49;29;22;12;13;30;44;20;18;17;46;10;16;29;27;29;30;28;49;31;26;21;6;15;14;35;12;24;29;19;22;21;22;51;45;22;55;12;24;22;12;22;22;14;20;66;12;23;22
25;22;18;32;48;19;18;19;5;66;58;34;29;35;16;29;10;55;19;18;26;18;16;5;18;12;48;32;22;12;79;29;10;23;22;29;23;23;20;29;23;21;24;29;29;29;29;79;20;20;23;35;64;10;15;27;24;17;28;27;21;54;32;12;29;32;12;23;20;17;21;56;23;29;79;55;16;48;17;25;16;10;29;12;23;21;16;19;24;21;25;43;22;12;23;55;32;32;23;26
23;29;13;20;19;20;24;20;24;13;16;26;17;20;23;14;18;55;12;17;51;25;26;28;18;23;21;22;24;18;12;32;22;14;20;21;21;26;32;12;25;29;25;29;39;48;24;23;29;20;79;17;23;18;19;25;14;64;18;23;26;20;23;16;25;25;34;19;27;18;24;10;24;16;18;14;18;32;23;16;21;25;20;19;10;17;28;24;13;39;16;20;10;29;37;32;32;32;32;22
66;55;22;23;11;18;25;21;32;19;19;22;13;13;28;44;75;26;14;12;13;21;18;24;24;23;22;66;24;26;25;29;19;20;10;10;13;31;12;79;13;14;22;21;18;19;18;16;48;55;47;30;48;66;39;64;12;23;34;33;1;45;29;27;24;32;20;27;48;12;29;29;10;13;12;12;15;23;90;24;21;15;79;25;32;35;16;23;18;20;39;23;66;18;48;29;51;63;71;59
32;32;23;22;22;48;12;20;5;22;22;24;13;12;32;36;23;25;18;29;18;18;15;16;31;19;28;21;15;20;31;39;14;66;29;18;64;22;10;22;55;66;15;16;25;17;20;16;23;22;21;30;23;18;16;19;24;14;49;50;25;79;32;18;21;21;26;27;26;62;17;14;51;18;64;20;25;25;25;16;17;32;14;20;22;55;16;48;23;16;32;12;13;13;16;25;15;21;23;17
23;14;20;20;32;39;29;24;24;12;17;19;10;29;56;40;19;16;29;24;17;25;31;39;24;24;22;20;15;48;23;14;12;10;25;48;20;18;19;23;24;12;23;23;13;13;21;24;26;32;48;24;27;45;13;17;19;13;16;29;16;13;12;22;27;29;16;32;47;53;13;13;48;48;23;17;23;19;54;12;17;20;20;18;31;17;22;20;27;44;22;29;24;22;18;12;18;64;5;22
13;15;29;32;25;29;29;29;28;25;10;55;12;55;27;23;27;24;22;12;35;25;24;23;35;25;28;16;17;27;11;11;15;13;12;25;12;12;18;23;20;20;24;20;55;16;21;21;19;25;46;51;20;23;23;39;19;18;20;24;18;42;31;46;10;12;13;10;21;13;24;24;22;17;20;19;23;24;10;29;14;13;15;14;23;30;79;64;32;22;22;22;23;13;10;12;17;15;22;25
25;16;29;32;25;36;31;23;79;10;16;22;27;12;23;22;19;5;21;21;23;12;19;29;22;21;64;24;24;48;10;21;29;24;20;14;21;31;12;12;48;18;12;29;17;48;49;38;16;12;21;17;31;14;21;24;41;33;13;16;24;32;33;62;19;23;21;19;66;27;14;14;10;55;31;64;24;17;79;12;32;20;21;22;17;29;30;31;25;23;24;24;22;22;29;32;25;29;16;16
14;12;29;19;12;22;52;44;19;18;26;23;24;66;15;15;21;17;31;10;19;14;29;18;15;17;22;12;32;22;20;20;18;29;19;18;29;24;17;29;18;23;20;27;17;24;25;16;31;57;25;20;64;25;19;16;19;21;12;12;32;29;27;18;23;16;31;30;23;18;24;22;25;24;32;32;26;50;10;29;23;22;31;23;16;5;29;17;29;32;16;12;25;27;16;16;20;22;22;19
25;24;13;13;19;20;21;47;58;24;20;20;23;21;25;26;12;12;32;32;51;12;22;22;20;20;22;24;79;31;66;18;32;15;48;23;55;16;28;16;36;50;25;22;61;15;24;12;34;44;24;35;24;14;13;13;17;29;24;25;12;10;48;26;23;25;32;48;13;22;13;24;49;69;27;18;16;22;13;10;23;22;25;22;28;23;36;32;13;16;17;19;23;29;79;23;64;18;13;22
12;66;22;10;19;20;19;12;24;22;64;19;18;27;18;19;14;29;26;77;31;29;12;18;15;15;48;12;29;18;12;12;18;18;40;30;24;32;31;32;29;21;15;15;14;14;58;31;24;19;23;28;37;25;19;13;14;14;14;20;17;18;15;16;18;13;12;13;16;17;23;17;25;17;30;25;14;32;26;20;19;22;16;18;27;27;5;35;59;44;12;29;33;24;12;18;31;41;28;22
22;24;29;21;15;30;12;12;18;14;24;19;15;15;23;24;79;48;23;48;18;14;38;34;37;33;27;28;14;12;55;12;58;54;12;18;43;34;12;12;13;24;19;18;10;23;25;57;19;32;27;24;24;13;21;20;79;20;29;29;21;19;18;22;32;10;48;16;20;12;21;22;18;22;32;48;39;17;79;10;24;18;24;22;29;22;48;16;13;23;17;24;14;14;18;66;38;31;19;17
35;29;12;21;25;25;14;15;32;55;55;12;19;23;22;21;29;29;20;16;53;26;37;51;31;19;22;20;16;23;79;24;40;55;22;43;20;22;37;45;31;30;25;20;21;21;25;32;24;18;22;21;5;79;18;18;21;20;51;46;25;24;15;20;21;53;12;17;23;12;12;32;25;24;25;26;22;24;13;29;23;19;21;24;66;17;29;48;25;12;19;29;17;26;18;24;21;32;23;31
24;44;23;12;48;17;18;13;20;20;21;24;21;21;29;14;17;12;17;14;21;17;23;20;19;19;59;31;12;19;21;48;13;32;21;19;51;19;19;24;20;40;19;19;29;32;21;12;31;29;14;79;22;46;32;32;22;22;20;64;35;30;22;12;20;24;23;12;10;13;25;26;10;12;16;16;20;18;50;26;12;32;27;25;18;20;29;15;39;25;17;15;41;32;21;20;22;14;66;23
26;32;24;24;13;22;21;23;12;17;14;16;25;26;14;20;15;19;27;21;9;10;39;23;40;47;22;48;32;12;15;26;26;13;43;41;21;24;19;16;12;12;13;29;10;12;25;30;21;24;26;39;23;19;29;16;31;16;29;48;12;21;32;10;27;26;25;29;14;17;18;18;67;35;21;19;12;31;12;48;12;14;29;19;13;25;15;15;29;32;12;10;13;15;23;14;19;19;17;19
16;17;22;22;26;29;51;32;12;20;52;25;23;30;26;19;17;13;66;29;22;21;19;21;19;16;17;24;21;29;26;27;24;14;13;13;23;14;17;21;79;13;21;21;14;19;31;30;26;28;20;21;24;22;17;16;42;43;12;12;21;21;14;17;16;23;22;48;32;14;18;28;14;23;32;29;17;55;32;31;23;20;24;19;12;39;14;25;19;21;12;22;14;21;24;24;31;44;48;32
32;22;53;49;22;21;26;15;13;14;22;24;12;12;24;32;24;23;19;18;52;35;14;12;79;18;16;64;10;22;17;17;49;31;17;15;18;18;18;30;16;21;17;18;25;79;18;12;27;17;26;45;22;32;20;21;20;16;19;18;48;22;67;32;16;31;17;18;28;28;40;30;27;28;18;22;15;15;25;10;16;32;79;14;19;10;21;21;12;23;12;18;21;22;22;24;17;17;24;17
18;20;7;10;29;14;20;19;18;18;21;21;39;48;14;18;16;18;13;11;22;19;28;16;29;79;15;13;24;32;24;22;29;22;33;22;12;24;23;17;14;48;12;64;20;26;14;20;23;24;32;12;28;25;31;54;20;18;38;49;14;24;26;52;14;12;30;27;12;10;22;22;18;14;34;46;18;21;18;17;40;33;23;22;19;20;10;19;10;14;24;24;18;16;20;12;21;24;20;10
17;16;20;18;18;79;25;16;14;16;24;12;18;19;14;55;42;26;15;18;29;29;5;48;17;27;12;14;20;24;28;15;19;26;14;12;14;14;32;12;20;12;30;31;14;13;48;18;19;20;16;25;23;19;55;48;12;51;21;22;14;16;17;50;48;29;12;32;24;22;44;16;29;24;24;32;16;32;18;32;48;12;12;20;12;29;21;22;19;19;17;31;13;28;12;14;14;16;14;14
14;13;27;16;20;23;23;31;21;40;22;21;13;13;32;20;12;21;23;14;22;24;18;18;12;55;24;20;13;13;16;14;24;27;16;25;23;24;35;25;12;14;24;29;31;46;22;12;16;22;22;26;32;25;32;19;24;17;15;20;22;42;21;15;18;14;77;22;29;16;21;20;18;44;21;23;22;24;14;12;22;21;39;12;22;16;24;24;12;66;32;32;12;18;12;10;42;30;16;29
12;12;16;23;15;16;29;12;14;22;13;22;24;22;22;19;13;17;16;13;24;18;14;17;16;19;18;79;35;37;16;32;23;22;12;10;25;24;39;31;18;20;32;22;48;22;19;16;28;23;26;32;21;23;16;25;22;12;14;30;17;18;33;46;13;15;24;12;20;15;25;14;42;22;38;66;20;14;32;24;46;14;19;48;21;17;28;25;24;17;16;15;12;20;13;16;16;29;16;64
16;18;15;25;41;59;25;24;12;14;48;18;24;24;28;42;21;24;79;15;41;26;29;31;22;48;17;13;12;21;40;53;26;31;59;29;22;21;10;24;25;10;32;32;17;16;16;20;23;21;51;18;51;22;14;23;20;79;31;26;13;13;25;20;31;26;19;16;17;14;18;18;22;20;13;13;29;25;15;16;17;17;14;21;17;29;20;12;15;5;24;12;24;25;19;19;23;21;24;10
12;51;22;22;23;22;33;32;12;32;24;25;18;22;13;12;48;23;10;14;15;12;25;12;24;12;62;65;55;25;24;46;16;17;21;20;21;14;40;40;24;22;16;11;10;12;55;16;16;27;24;22;22;10;32;29;12;79;13;32;14;5;24;48;24;16;19;18;14;14;14;16;12;12;21;23;14;20;22;16;16;25;16;12;24;19;17;19;15;17;18;18;12;14;14;15;21;25;61;73
19;16;64;19;31;36;12;12;39;79;22;22;19;17;13;25;15;18;12;79;25;32;32;22;19;17;25;24;16;10;17;24;23;16;29;29;31;19;19;18;14;66;19;25;17;22;47;20;24;25;14;12;21;17;22;31;14;16;13;12;16;32;28;20;55;21;20;25;19;24;29;17;29;21;12;24;12;16;62;42;20;27;19;22;32;32;23;12;23;24;33;26;16;32;28;24;12;18;19;14
21;55;48;48;18;15;14;12;23;15;29;35;18;22;29;22;29;14;24;21;29;17;29;22;14;18;22;24;36;46;19;23;28;25;27;18;20;12;48;39;21;12;79;40;29;40;22;21;13;18;25;38;20;20;20;16;18;21;14;22;14;25;25;17;16;14;24;27;22;24;10;12;24;29;24;20;12;12;24;29;48;22;22;36;56;58;23;17;29;22;44;36;16;18;12;12;18;24;21;18
22;29;55;18;18;18;21;14;17;23;29;19;22;21;25;18;39;16;16;15;19;22;22;20;38;20;18;12;14;79;22;20;14;14;26;30;19;16;38;51;48;22;19;38;24;22;19;22;12;21;13;18;18;25;19;12;19;25;16;12;18;24;39;38;23;22;18;12;23;17;22;29;18;21;14;23;20;16;32;48;22;22;21;23;17;14;15;13;32;16;27;52;22;21;13;12;17;14;19;19
14;31;19;20;15;14;28;31;19;22;15;13;73;16;21;19;16;24;21;18;56;18;12;12;21;24;40;35;19;23;20;21;22;18;14;20;32;20;14;16;17;16;19;16;24;25;13;23;28;23;48;24;15;20;25;20;55;12;18;22;18;14;16;21;14;14;20;25;11;13;22;22;29;39;46;14;23;23;56;48;22;48;32;40;15;10;21;18;40;19;30;16;14;22;45;15;18;21;64;16
23;23;19;18;29;24;14;16;30;27;16;18;65;54;19;20;19;16;14;24;51;52;66;45;32;18;49;54;21;16;16;21;24;41;12;32;23;18;24;21;21;29;52;43;37;40;14;14;15;13;35;45;13;13;27;29;27;24;28;26;48;48;17;21;20;32;19;22;11;11;24;12;24;64;12;16;18;16;17;14;20;18;26;19;25;19;12;13;35;37;32;28;16;13;48;47;12;17;20;14
12;16;10;24;62;31;23;12;17;16;32;12;18;36;13;15;40;10;17;13;44;32;21;27;23;19;29;12;19;56;14;24;17;79;14;12;22;18;29;24;14;13;14;12;15;15;12;32;38;10;16;22;16;16;24;21;22;16;30;22;20;21;20;21;21;40;16;25;23;22;32;26;29;56;16;20;22;20;54;39;26;20;44;36;31;24;22;25;15;16;17;12;18;14;17;15;16;14;18;79
32;22;60;42;21;20;10;22;22;20;14;23;12;16;29;13;17;18;22;14;29;16;22;24;29;13;17;51;48;12;40;38;17;21;12;18;16;15;17;29;24;24;14;25;31;12;13;16;18;18;17;19;17;15;37;36;17;12;15;16;10;12;16;32;34;64;48;79;20;14;55;32;79;32;21;19;12;79;28;32;17;18;45;26;12;29;12;24;22;18;16;18;14;12;13;15;56;15;27;25
25;47;12;14;34;34;12;23;20;12;18;20;19;12;14;38;32;20;48;55;12;79;55;79;18;20;15;14;12;16;20;18;49;31;53;40;20;12;14;12;14;17;12;14;22;22;38;12;59;28;32;24;17;14;55;30;21;24;21;37;19;12;31;31;21;27;24;26;23;22;25;50;15;45;13;13;13;12;29;16;24;44;21;21;20;16;16;16;40;28;32;49;25;16;20;64;29;12;33;21
